,City,Country,Lat,Lon,Temp_F,Humidity(%),Cloudiness(%),Wind Speed (mph)
941,waterboro,us,43.621937781833395,-70.63991683363392,42.8,48.0,44.0,14.99
942,thabazimbi,za,-24.60684553207028,27.21318415486877,63.14,94.0,92.0,5.41
943,norman wells,ca,65.41579868107746,-128.15695146834835,5.0,71.0,40.0,5.82
944,atuona,pf,4.780783188516793,-124.1841932678762,79.34,100.0,100.0,12.91
945,sabha,ly,26.764513672797833,16.57740675061828,62.24,16.0,12.0,18.05
946,kodiak,us,45.616150436954314,-160.43091522364188,64.4,27.0,1.0,14.99
947,khatanga,ru,84.62701131876426,106.77227077907725,-17.28,50.0,44.0,3.4
948,tasiilaq,gl,71.67281453739221,-43.114160875766345,28.4,86.0,75.0,4.7
949,sibolga,id,-0.06513576993395986,97.3749555486271,67.32,100.0,32.0,2.39
950,chokurdakh,ru,80.99786572715874,151.80500690201495,-19.53,57.0,64.0,3.18
951,comodoro rivadavia,ar,-47.949268561820276,-66.56083701802773,69.8,37.0,40.0,18.34
952,punta arenas,cl,-71.62038806214811,-112.4565219760836,53.6,46.0,0.0,18.34
953,kochi,in,9.401932479686707,74.46777975343534,77.0,88.0,75.0,0.72
954,rawson,ar,-46.585097688835575,-64.07276509684353,77.31,24.0,44.0,16.6
955,husavik,is,74.85701326402085,-9.788090161301398,39.2,97.0,40.0,11.41
956,punta arenas,cl,-72.61863049680804,-118.76381612218381,53.6,46.0,0.0,18.34
957,east london,za,-53.07622403930132,39.87239633920083,69.3,100.0,68.0,13.24
958,port alfred,za,-82.35656798295338,40.56208275722821,66.96,90.0,24.0,10.78
959,kapaa,us,20.084596185472805,-160.25231923024776,67.78,100.0,90.0,19.46
960,ushuaia,ar,-83.54194840781338,-73.46134002962434,58.19,76.0,75.0,21.92
961,guerrero negro,mx,18.642406003052386,-124.01776999183437,72.99,51.0,24.0,7.99
962,punta arenas,cl,-82.01715336398757,-117.83244199192218,53.6,46.0,0.0,18.34
963,artyom,az,40.7907906475516,52.03608750158779,53.6,71.0,0.0,17.22
964,bambous virieux,mu,-28.60860842809901,67.38410133617705,80.6,78.0,40.0,6.93
965,georgetown,sh,-16.10358389120944,-15.687570295717222,78.3,100.0,92.0,11.01
966,pangnirtung,ca,65.90199963392047,-62.749704702131496,-11.21,69.0,20.0,11.41
967,nemuro,jp,33.20803350011249,154.2944410451617,32.67,100.0,92.0,32.82
968,moville,ie,55.18004563408087,-7.04534560353045,48.2,87.0,75.0,14.99
969,moba,cd,-7.204812187018447,29.4378813184523,67.37,98.0,12.0,1.5
970,east london,za,-38.92623280593085,34.33915570241231,69.3,100.0,68.0,13.24
971,amla,in,22.201980424433813,78.24334966557416,60.89,54.0,0.0,4.41
972,vaini,to,-31.81994016218728,-172.43258158180856,73.4,100.0,75.0,5.3
973,ganzhou,cn,26.043866100912282,115.84378995085592,39.24,82.0,0.0,1.95
974,broome,au,-20.684910497373835,123.545472264647,86.0,84.0,12.0,10.29
975,margate,za,-40.93622308786356,40.730160226232016,68.09,100.0,92.0,4.63
976,bredasdorp,za,-84.01603038379035,13.178464172781446,66.2,63.0,0.0,13.87
977,east london,za,-75.86877335426828,56.70018628873436,69.3,100.0,68.0,13.24
978,ushuaia,ar,-75.45296188548926,-49.781815670545654,58.19,76.0,75.0,21.92
979,mayo,ca,64.63314779001894,-133.51491337007786,12.2,39.0,5.0,9.17
980,trairi,br,4.096247355280809,-34.51443534706442,81.59,100.0,32.0,10.45
981,asyut,eg,25.56634557486666,29.260209896208323,80.6,34.0,0.0,5.82
982,puerto ayora,ec,-7.493094018091455,-109.34453640638974,86.0,62.0,40.0,14.99
983,santa maria da vitoria,br,-13.296706530989468,-44.302840543087086,75.02,93.0,0.0,2.84
984,carnarvon,au,-31.46777051224516,95.07206761897777,78.3,93.0,44.0,8.1
985,fonte boa,br,-2.587248402290001,-66.53227240227999,73.98,100.0,92.0,10.67
986,vaini,to,-33.31391423921311,-179.6628521488278,73.4,100.0,75.0,5.3
987,ust-barguzin,ru,53.887124582441544,108.62900968108761,14.9,76.0,24.0,3.62
988,hofn,is,63.059342361361246,-13.852561373244441,39.2,93.0,20.0,6.93
989,terme,tr,41.147225050942126,36.85955592503615,48.2,93.0,90.0,5.82
990,flin flon,ca,61.64187724905244,-101.68699432243777,23.0,73.0,75.0,13.87
991,hilo,us,26.39069712094792,-137.80203060260703,77.0,69.0,90.0,9.17
992,nikolskoye,ru,44.845237075202704,178.29215441463282,32.0,94.0,75.0,8.95
993,busselton,au,-45.902084730777766,95.32105681119936,65.75,100.0,44.0,16.15
994,butaritari,ki,6.366855511764612,162.40730338104362,82.98,98.0,80.0,16.6
995,saskylakh,ru,77.55445331610437,118.05500775737016,-7.79,78.0,56.0,10.67
996,kapaa,us,21.989050788341515,-176.15453007451467,67.78,100.0,90.0,19.46
997,lebu,cl,-31.845254158998657,-97.59374986828725,62.6,97.0,92.0,25.55
998,nizhneangarsk,ru,55.05533177752011,109.93868583238628,19.53,89.0,88.0,3.85
999,rikitea,pf,-23.186028910934326,-128.0397556316836,78.62,100.0,80.0,12.8
1000,arraial do cabo,br,-31.221930320704594,-33.58879773129647,82.4,83.0,75.0,9.17
1001,shelburne,ca,40.290177983505544,-65.33368805273702,36.45,63.0,1.0,17.22
1002,martapura,id,-4.122125668811009,116.03142735036096,76.1,100.0,48.0,2.62
1003,luderitz,na,-33.0492463012059,1.47108956316589,60.8,87.0,0.0,9.17
1004,le vauclin,mq,14.844883173469498,-60.17505144026315,84.2,62.0,75.0,18.34
1005,winnipeg,ca,49.80973835258163,-97.47158650326082,35.6,80.0,75.0,9.17
1006,kaitangata,nz,-58.448590855138306,173.02405840777925,47.84,98.0,92.0,5.97
1007,provideniya,ru,45.802977677015974,-174.78240076485545,31.95,97.0,92.0,45.34
1008,manono,cd,-6.5013469369083055,27.625492897574873,70.11,95.0,24.0,3.85
1009,marsa matruh,eg,28.882012237942703,27.443274386565463,86.0,9.0,68.0,19.46
1010,leningradskiy,ru,86.60939626465625,178.93875220127978,11.07,100.0,88.0,0.94
1011,khvastovichi,ru,53.32274239141478,35.11396210799674,20.39,85.0,24.0,13.24
1012,faanui,pf,-2.1521700418404777,-157.4175794824456,82.67,100.0,24.0,10.45
1013,ushuaia,ar,-63.06490480600665,-72.04187338332332,58.19,76.0,75.0,21.92
1014,saint-augustin,ca,53.45086136456419,-61.544830808352586,39.2,44.0,75.0,8.05
1015,upernavik,gl,79.90814164532071,-53.82919838178269,-12.56,100.0,12.0,5.08
1016,bredasdorp,za,-88.71424680473677,21.327734962424188,66.2,63.0,0.0,13.87
1017,batticaloa,lk,9.327523027855236,86.15962784151361,73.62,100.0,0.0,6.98
1018,mayna,ru,53.206606207202725,91.6648717111679,25.52,69.0,8.0,2.95
1019,linjiang,cn,40.58964628512709,127.96625032854917,13.23,65.0,0.0,2.84
1020,liverpool,ca,42.29544602885355,-63.53595999107117,37.22,98.0,92.0,27.89
1021,guerrero negro,mx,16.3950015193967,-127.5149289064689,72.99,51.0,24.0,7.99
1022,bathsheba,bb,21.981224418820062,-43.36464798370491,82.4,74.0,40.0,24.16
1023,port alfred,za,-62.46833341228183,40.33728479987087,66.96,90.0,24.0,10.78
1024,verkhniy lomov,ru,53.60041121113312,43.47007153397291,22.86,91.0,80.0,8.99
1025,provideniya,ru,61.97905337241116,-174.9944551352432,31.95,97.0,92.0,45.34
1026,hithadhoo,mv,-18.787268521534926,84.64949094733879,83.75,100.0,76.0,12.68
1027,ushuaia,ar,-76.41299817864197,-24.1410044467232,58.19,76.0,75.0,21.92
1028,mao,td,16.461853152072777,16.76689234026128,79.07,52.0,0.0,3.62
1029,kapaa,us,20.411617066637007,-164.47492720652932,67.78,100.0,90.0,19.46
1030,castro,cl,-42.58158323848099,-76.7599287955031,55.35,97.0,100.0,10.67
1031,hambantota,lk,-1.3491386207307983,86.84572283284746,80.01,100.0,8.0,12.24
1032,fortuna,us,30.873497455025003,-138.4347083856618,47.52,75.0,40.0,9.17
1033,albany,au,-64.30266139582913,114.98361782940509,63.09,89.0,92.0,12.8
1034,albany,au,-82.65524033958312,115.17642643665499,63.09,89.0,92.0,12.8
1035,san felipe,mx,30.00462058948702,-114.97009061605242,64.49,98.0,88.0,7.65
1036,saldanha,za,-37.349520572068705,7.558275328448445,69.8,37.0,0.0,5.82
1037,kalmunai,lk,7.477749080742356,81.9991502785848,66.96,96.0,0.0,2.95
1038,ribeira grande,pt,35.40544623052732,-31.187985123942184,62.64,98.0,20.0,12.24
1039,rikitea,pf,-62.98240796734668,-135.20849171180495,78.62,100.0,80.0,12.8
1040,mecca,sa,22.025960505311375,43.252317774510715,86.0,42.0,0.0,2.73
1041,faanui,pf,-10.390866916369475,-159.50707903490843,82.67,100.0,24.0,10.45
1042,hilo,us,4.948624960713403,-153.00290039314635,77.0,69.0,90.0,9.17
1043,qaanaaq,gl,89.05010573816514,-97.43609828234662,-18.27,100.0,36.0,4.18
1044,ushuaia,ar,-61.494020919396135,-67.7470337475405,58.19,76.0,75.0,21.92
1045,saint albans,us,38.09866962951102,-82.02743415351159,37.4,55.0,1.0,10.29
1046,albany,au,-69.1760077551778,101.76474896117361,63.09,89.0,92.0,12.8
1047,klaksvik,fo,81.6904467411378,-5.070392137656739,41.0,100.0,92.0,10.29
1048,nikolskoye,ru,47.71271788198729,176.6725276539692,32.0,94.0,75.0,8.95
1049,tateyama,jp,35.017772037262546,139.81740270993737,32.58,100.0,92.0,2.62
1050,dingle,ie,51.21488602463796,-22.315957849737288,46.94,97.0,48.0,14.81
1051,rikitea,pf,-44.982987687928166,-116.71627654746341,78.62,100.0,80.0,12.8
1052,dakar,sn,16.77046329751093,-19.53002199885475,69.8,77.0,0.0,11.41
1053,saint-philippe,re,-60.25198480488641,70.09983415602409,77.83,78.0,0.0,9.17
1054,new norfolk,au,-55.34222278468043,142.33349764694236,55.4,87.0,75.0,6.93
1055,lichtenburg,za,-25.830220447183805,26.434465317794576,58.19,100.0,92.0,7.09
1056,canelli,it,44.71704738335049,8.276079082170583,45.82,27.0,0.0,6.93
1057,cape town,za,-72.82528470241236,-12.54078463556155,66.2,63.0,0.0,12.75
1058,tupik,ru,55.387097443446464,120.14563124292482,17.42,80.0,36.0,2.51
1059,urucara,br,0.19817897633147652,-58.56200238121055,82.49,82.0,80.0,2.06
1060,thompson,ca,61.13756899585053,-92.02448275332519,14.0,47.0,5.0,9.17
1061,coolum beach,au,-26.02652447157071,153.66200172689213,71.1,100.0,92.0,8.77
1062,sept-iles,ca,54.603216008810335,-67.08711706141546,32.0,67.0,75.0,9.17
1063,busselton,au,-72.1241932322341,88.3392761840741,65.75,100.0,44.0,16.15
1064,san felipe,ve,10.613682013887413,-69.15997623265999,85.23,47.0,80.0,5.41
1065,ushuaia,ar,-61.45094687064009,-71.27276885380623,58.19,76.0,75.0,21.92
1066,kavieng,pg,5.044181811471276,151.9917917917045,85.41,96.0,64.0,14.25
1067,kysyl-syr,ru,63.93517906603046,124.91550132220425,5.45,82.0,56.0,2.73
1068,esperance,au,-47.8228665765008,125.0001080649298,65.88,92.0,92.0,12.91
1069,sibu,my,2.239723209955045,112.03294066902652,75.2,94.0,75.0,3.36
1070,albany,au,-78.41128928765315,112.17093969533755,63.09,89.0,92.0,12.8
1071,sharjah,ae,25.781807759830755,55.34628580188496,72.01,69.0,0.0,4.7
1072,inongo,cd,-2.168056649997581,18.08790871804453,73.35,97.0,20.0,2.51
1073,homer,us,60.94890254037173,-156.1735116367615,28.4,42.0,1.0,12.75
1074,hermanus,za,-51.2280476233229,10.438707712378147,58.64,76.0,0.0,5.86
1075,chokurdakh,ru,86.3814840426796,154.6412286220907,-19.53,57.0,64.0,3.18
1076,dikson,ru,89.95010742630234,78.24814254218722,-12.74,80.0,12.0,29.12
1077,bethel,us,54.661669515992315,-162.21359571909784,15.8,78.0,1.0,5.82
1078,paamiut,gl,64.29737872026598,-47.452495097544585,23.45,100.0,12.0,32.14
1079,rikitea,pf,-78.71241843115556,-137.74704548541612,78.62,100.0,80.0,12.8
1080,veraval,in,17.260055922203676,69.02828841387904,74.16,92.0,0.0,11.68
1081,narsaq,gl,80.23178095606184,-67.06268905004791,33.8,69.0,75.0,10.29
1082,kavaratti,in,11.431928213490878,69.08243858278715,83.25,100.0,0.0,10.45
1083,port alfred,za,-77.43414117405047,43.68029090450304,66.96,90.0,24.0,10.78
1084,port alfred,za,-88.10492723810113,48.638605348295584,66.96,90.0,24.0,10.78
1085,ancud,cl,-39.48147723512991,-95.23231289438078,56.39,98.0,92.0,13.47
1086,portland,au,-40.86459082487543,141.08687456039718,55.94,98.0,92.0,4.63
1087,oksfjord,no,73.08427388230677,21.65492803889316,23.07,85.0,75.0,11.41
1088,avarua,ck,-46.47486427490183,-163.61580257049496,82.4,78.0,40.0,8.05
1089,kapaa,us,34.98096949479525,-167.24279479775876,67.78,100.0,90.0,19.46
1090,saldanha,za,-41.85818962902118,-4.5831920301768605,69.8,37.0,0.0,5.82
1091,hobyo,so,6.428790452975264,46.98824955185944,79.11,90.0,0.0,6.87
1092,sept-iles,ca,54.90463674052347,-66.71338178761357,32.0,67.0,75.0,9.17
1093,sitka,us,47.80245924254652,-137.59589976365604,71.6,44.0,24.0,5.97
1094,khatanga,ru,85.67851904635228,99.3364691128773,-17.28,50.0,44.0,3.4
1095,the pas,ca,54.170088174735696,-100.51234321921457,26.6,68.0,75.0,10.29
1096,port hedland,au,-22.278730121767353,121.91804551482403,80.6,88.0,12.0,8.05
1097,provideniya,ru,49.64318888275892,-172.02798154569894,31.95,97.0,92.0,45.34
1098,albany,au,-72.8313896622176,118.02355495461921,63.09,89.0,92.0,12.8
1099,port lincoln,au,-47.436085883638015,131.06215620120793,58.82,100.0,0.0,5.64
1100,tashla,ru,51.895894539354,52.25771482861978,24.8,92.0,75.0,6.71
1101,jamestown,sh,-23.491394547672456,-15.958130750206323,74.12,100.0,68.0,14.25
1102,mount isa,au,-21.81524265051749,138.79730092229016,73.4,64.0,0.0,5.82
1103,ponazyrevo,ru,58.520726910981324,46.123182693812765,6.17,72.0,12.0,2.73
1104,port alfred,za,-76.04205632135128,41.71714733191274,66.96,90.0,24.0,10.78
1105,severo-kurilsk,ru,32.539983858449546,167.1365709711581,23.85,100.0,64.0,6.31
1106,diapaga,bf,11.833600733755404,0.9186047801544248,80.91,46.0,12.0,1.16
1107,rabat,ma,34.122595063270055,-7.386393868938541,55.4,58.0,40.0,3.36
1108,east london,za,-62.824669127799055,47.14325058851128,69.3,100.0,68.0,13.24
1109,jamestown,sh,-40.38107854604894,-9.188339817631316,74.12,100.0,68.0,14.25
1110,bethel,us,42.339633250855655,-170.45084417100793,15.8,78.0,1.0,5.82
1111,avarua,ck,-42.51325939238874,-163.7871874175888,82.4,78.0,40.0,8.05
1112,barrow,us,88.05471092584156,-166.38577293122296,49.3,37.0,40.0,5.82
1113,hermanus,za,-63.80234001952583,14.029477298722043,58.64,76.0,0.0,5.86
1114,chuy,uy,-51.980939223965464,-34.826121102017,70.29,73.0,0.0,6.76
1115,tuktoyaktuk,ca,75.66240245383298,-128.81457748416872,-0.08,76.0,20.0,5.82
1116,thinadhoo,mv,1.4211729845175682,68.76902590315791,84.2,100.0,88.0,14.25
1117,avarua,ck,-68.4874432675908,-166.03987718555163,82.4,78.0,40.0,8.05
1118,palma del rio,es,37.55828334706081,-5.370585617060129,52.99,66.0,0.0,5.19
1119,kodiak,us,41.73827228619939,-161.12461277091566,64.4,27.0,1.0,14.99
1120,yellowknife,ca,78.03442574140982,-106.36816349553558,-2.21,53.0,20.0,3.36
1121,port hedland,au,-24.760595021622493,119.3864190593647,80.6,88.0,12.0,8.05
1122,coquimbo,cl,-27.91558571556451,-74.40372723091346,66.2,63.0,0.0,12.75
1123,ahipara,nz,-34.6715675038624,168.41973456138476,66.24,96.0,36.0,5.97
1124,busselton,au,-85.23201326110629,85.2500132873866,65.75,100.0,44.0,16.15
1125,yamada,jp,39.43675881555549,143.74041735407616,44.6,100.0,75.0,11.41
1126,jaru,br,-10.815676518727543,-62.974169196437146,87.75,66.0,12.0,2.28
1127,georgetown,sh,-19.349249399899733,-22.55133697433496,78.3,100.0,92.0,11.01
1128,matagami,ca,49.37693893383067,-77.33291766509518,24.8,53.0,1.0,14.99
1129,busselton,au,-64.37016133983082,99.98264259213397,65.75,100.0,44.0,16.15
1130,castro,cl,-56.7481947958674,-108.47733272628575,55.35,97.0,100.0,10.67
1131,thompson,ca,76.51289987124298,-92.63877750887622,14.0,47.0,5.0,9.17
1132,ketchikan,us,47.27656673838041,-136.91325275821475,45.23,75.0,75.0,6.93
1133,benguela,ao,-13.528221565506357,13.011236813346756,79.56,100.0,20.0,5.86
1134,rikitea,pf,-75.28029007878973,-140.18991526234433,78.62,100.0,80.0,12.8
1135,hilo,us,9.845826869753651,-142.79565528465704,77.0,69.0,90.0,9.17
1136,carnarvon,au,-31.75730416140803,91.8041544491681,78.3,93.0,44.0,8.1
1137,hobart,au,-82.28928814514335,144.88905548054936,55.4,87.0,75.0,6.93
1138,ribeira grande,pt,29.45584895481538,-39.10825038585892,62.64,98.0,20.0,12.24
1139,whitianga,nz,-34.10488761771023,178.23698755089544,67.14,100.0,92.0,14.03
1140,cape town,za,-50.9617366310767,2.0794941741358457,66.2,63.0,0.0,12.75
1141,chuy,uy,-37.24478579753735,-50.066944357675766,70.29,73.0,0.0,6.76
1142,rocha,uy,-44.016515970961166,-46.76606073040975,69.57,53.0,0.0,5.41
1143,bethel,us,45.21617051654661,-161.95819862296048,15.8,78.0,1.0,5.82
1144,punta arenas,cl,-83.60902195022975,-112.12417653138117,53.6,46.0,0.0,18.34
1145,albany,au,-80.91041130993831,109.45895242605809,63.09,89.0,92.0,12.8
1146,hithadhoo,mv,-7.792856134567614,84.0065950698471,83.75,100.0,76.0,12.68
1147,surt,ly,29.908802580049326,18.26600065649697,58.19,90.0,0.0,6.53
1148,kruisfontein,za,-48.594537919515574,24.937489784129298,64.35,91.0,0.0,11.23
1149,tuktoyaktuk,ca,78.63064921379245,-123.77940162238806,-0.08,76.0,20.0,5.82
1150,hobart,au,-64.82405284587347,152.7669446593123,55.4,87.0,75.0,6.93
1151,rikitea,pf,-57.33965615998181,-116.14396152162908,78.62,100.0,80.0,12.8
1152,zelenets,ru,61.91435413597159,50.66520529642892,21.6,92.0,80.0,12.24
1153,agadir,ma,31.3829113094733,-12.132720119204691,60.8,67.0,0.0,10.29
1154,torbay,ca,40.8633223697251,-45.667126619270476,28.4,92.0,90.0,23.04
1155,natal,br,-4.026452396883485,-31.561995821013284,86.0,62.0,40.0,14.99
1156,marawi,sd,18.182972093126082,31.582505951508438,74.16,25.0,0.0,3.74
1157,villa carlos paz,ar,-30.510520421025774,-64.65992241827658,84.2,39.0,20.0,13.87
1158,kapaa,us,33.60893219148417,-154.8455402969211,67.78,100.0,90.0,19.46
1159,hobart,au,-87.06565414662875,136.186659521529,55.4,87.0,75.0,6.93
1160,new norfolk,au,-78.55716289201271,131.55280363065594,55.4,87.0,75.0,6.93
1161,vaini,to,-59.6059133158256,-169.83695638403145,73.4,100.0,75.0,5.3
1162,nichinan,jp,30.685677486656076,133.08983453006397,39.2,100.0,0.0,3.96
1163,portland,au,-49.66350659640692,136.87394133589174,55.94,98.0,92.0,4.63
1164,rudsar,ir,36.96660446971255,50.391269765302525,54.32,82.0,0.0,4.7
1165,tuktoyaktuk,ca,87.39994993629196,-140.74036823331835,-0.08,76.0,20.0,5.82
1166,jardim,br,-2.342572740948725,-37.996353153021744,84.78,74.0,44.0,3.85
1167,stornoway,gb,58.35256646512167,-7.5845507321861305,42.8,100.0,90.0,12.75
1168,yeppoon,au,-21.443025608906012,151.5255548945638,73.4,83.0,90.0,10.29
1169,ponta do sol,cv,18.40285804942131,-31.74629443576424,70.34,100.0,0.0,21.85
1170,knoxville,us,35.95718067568191,-83.88505067169939,46.99,42.0,75.0,13.87
1171,busselton,au,-68.39468143826295,88.66707976043153,65.75,100.0,44.0,16.15
1172,port hawkesbury,ca,45.26027785441747,-61.016137253826116,32.0,90.0,90.0,19.46
1173,albany,au,-47.166397948175955,114.15098517074313,63.09,89.0,92.0,12.8
1174,san juan,us,23.848706627276854,-66.2967501339409,82.76,47.0,100.0,14.99
1175,puerto ayora,ec,1.5162520845575216,-90.19602825227553,86.0,62.0,40.0,14.99
1176,dubrovnik,hr,42.410739319081046,18.18471901620677,47.73,75.0,40.0,19.46
1177,nabire,id,-4.520886027505824,136.4705104534297,67.82,87.0,48.0,1.83
1178,jamestown,sh,-33.10983267667473,-5.113144802699708,74.12,100.0,68.0,14.25
1179,ranot,th,8.091609008763214,100.80082527716644,81.0,79.0,92.0,10.22
1180,tazovskiy,ru,70.96496095151193,77.81394148393309,-34.16,62.0,0.0,2.95
1181,christchurch,nz,-46.12654113342417,174.8201414814007,48.2,81.0,92.0,2.24
1182,ryotsu,jp,39.35914033045495,137.65016604961443,43.47,100.0,92.0,8.66
1183,chicama,pe,-10.562091076249956,-83.61642685269554,73.4,78.0,40.0,11.41
1184,weinan,cn,35.54885700817671,109.94410401544644,44.6,78.0,0.0,4.47
1185,cherskiy,ru,86.4473670927874,158.63056295386463,-14.85,66.0,88.0,5.64
1186,atuona,pf,1.9976435294577328,-125.96516255830134,79.34,100.0,100.0,12.91
1187,iqaluit,ca,57.012784053793894,-67.77382017797197,-7.61,63.0,20.0,17.22
1188,busselton,au,-89.24993168325332,82.75347900988999,65.75,100.0,44.0,16.15
1189,butaritari,ki,6.544553046100205,178.04153686674192,82.98,98.0,80.0,16.6
1190,babu,cn,24.85429207754494,111.67215337565449,53.1,96.0,92.0,2.62
1191,nkhotakota,mw,-13.014084490672005,34.3917583273693,71.42,99.0,20.0,2.06
1192,cape town,za,-43.01655241346396,5.230267870363832,66.2,63.0,0.0,12.75
1193,luxor,eg,25.371354129974748,33.7609882931103,86.0,23.0,0.0,3.06
1194,rikitea,pf,-70.18525512841502,-123.37767126627728,78.62,100.0,80.0,12.8
1195,pochutla,mx,13.688512150046037,-96.67510717797114,82.4,69.0,5.0,7.43
1196,severo-yeniseyskiy,ru,62.27502346554698,93.78357581771905,14.99,84.0,68.0,2.39
1197,busselton,au,-86.36785825515669,88.25540745335178,65.75,100.0,44.0,16.15
1198,marsa matruh,eg,27.411715451221724,25.973761803096323,86.0,9.0,68.0,19.46
1199,namibe,ao,-14.206357451447616,9.64961373145644,78.17,100.0,32.0,9.66
1200,bambous virieux,mu,-29.49134741182828,79.2548651169821,80.6,78.0,40.0,6.93
1201,jacareacanga,br,-8.354912130573766,-57.89740712211214,87.8,74.0,20.0,2.06
1202,vaini,to,-82.71829726953173,-171.61509364265274,73.4,100.0,75.0,5.3
1203,jamestown,sh,-27.01414953795647,-4.449054646131401,74.12,100.0,68.0,14.25
1204,ibra,om,21.592189624799843,58.36913132449013,55.71,67.0,0.0,1.95
1205,busselton,au,-80.50473168523236,75.13667722235209,65.75,100.0,44.0,16.15
1206,puerto ayora,ec,-16.439979221706963,-96.64658384509964,86.0,62.0,40.0,14.99
1207,rikitea,pf,-57.52418343133875,-137.7844666127208,78.62,100.0,80.0,12.8
